idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text,prompt_original
1093,"He established the mountain retreat center Longchen Jigme Samten Ling in southern Colorado. When not living at his retreat, he travels worldwide teaching and furthering his own education. Matthieu Ricard, a Buddhist monk residing in Katmandu, is a coauthor of ""The Monk & the Philosopher ""& is the official French translator of His Holiness the Dalai Lama.",Teacher,5,26,1,Male,5,2 3 5 ,5 ,5 ,3 5 ,The best answer is 5. Teacher.,2. Photographer  3. Journalist  5. Teacher,5. Teacher,5. Teacher,3. Journalist  5. Teacher,"He established the mountain retreat center Longchen Jigme Samten Ling in southern Colorado. When not living at his retreat, he travels worldwide teaching and furthering his own education. Matthieu Ricard, a Buddhist monk residing in Katmandu, is a coauthor of ""The Monk & the Philosopher ""& is the official French translator of His Holiness the Dalai Lama."
1094,L. Lotts Elementary School and has been an educator since 2004. She serves on the Knox County Schools strategic plan steering committee and the school system's teacher advisory group.,Teacher,5,26,0,Female,5,3 5 0 ,5 ,5 0 ,5 ,The best answer is 5. Teacher.,3. Journalist  5. Teacher  0. Professor,5. Teacher,5. Teacher  0. Professor,5. Teacher,L. Lotts Elementary School and has been an educator since 2004. She serves on the Knox County Schools strategic plan steering committee and the school system's teacher advisory group.
1095,"He is currently creating a sculpture park at WaterGate, his property in South Walden. He has been running White Water Gallery in East Hardwick since 2006. Scheduled opening for The Fountains at Watergate and the Bridges of Caledonia County for Spring runoff of 2010.",Teacher,5,26,1,Male,5,2 5 8 ,2 5 8 ,5 8 ,2 5 8 ,The best answer is 5. Teacher.,2. Photographer  5. Teacher  8. Painter,2. Photographer  5. Teacher  8. Painter,5. Teacher  8. Painter,2. Photographer  5. Teacher  8. Painter,"He is currently creating a sculpture park at WaterGate, his property in South Walden. He has been running White Water Gallery in East Hardwick since 2006. Scheduled opening for The Fountains at Watergate and the Bridges of Caledonia County for Spring runoff of 2010."
1144,"He was certified to teach science and math in Honolulu, Hawaii, where he taught for ten years.Gary was a Biology major from University of Southern California and got his MBA from University of Phoenix.Going on his sixth year of teaching in Thailand, he has embraced technology in the classroom, where all his students have laptops.",Teacher,5,26,1,Male,5,1 5 9 ,5 ,5 ,5 ,The best answer is 5. Teacher.,1. Physician  5. Teacher  9. Model,5. Teacher,5. Teacher,5. Teacher,"He was certified to teach science and math in Honolulu, Hawaii, where he taught for ten years. Gary was a Biology major from University of Southern California and got his MBA from University of Phoenix. Going on his sixth year of teaching in Thailand, he has embraced technology in the classroom, where all his students have laptops. With his class of 20, he uses Moodle, Learnboost, Classdojo, and Khan Academy."
1145,"He is also a member of Omagh District Policing Partnership. He has been critical of the DUP and UUP for agreeing a joint candidate, and of Sinn Fein for refusing to take their seats at Westminster. Eric Bullick has stood unsuccessfully as a council election candidate on a number of occasions. He was head teacher of Omagh Integrated Primary School from 1993 to 2009. Share this story About sharing",Teacher,5,26,1,Male,5,3 4 5 ,3 5 ,3 5 ,3 5 ,The best answer is 5. Teacher.,3. Journalist  4. Psychologist  5. Teacher,3. Journalist  5. Teacher,3. Journalist  5. Teacher,3. Journalist  5. Teacher,"He is also a member of Omagh District Policing Partnership. He has been critical of the DUP and UUP for agreeing a joint candidate, and of Sinn Fein for refusing to take their seats at Westminster. Eric Bullick has stood unsuccessfully as a council election candidate on a number of occasions. He was head teacher of Omagh Integrated Primary School from 1993 to 2009. Share this story About sharing"
1146,"She has taught, counseled, and consulted with children and parents in many settings. In addition to her NEFC work, Carol currently serves as a school counselor in the Centerville Public Schools in Dayton, Ohio.",Teacher,5,26,0,Female,5,4 5 0 ,4 5 ,4 5 ,4 5 ,The best answer is 5. Teacher.,4. Psychologist  5. Teacher  0. Professor,4. Psychologist  5. Teacher,4. Psychologist  5. Teacher,4. Psychologist  5. Teacher,"She has taught, counseled, and consulted with children and parents in many settings. In addition to her NEFC work, Carol currently serves as a school counselor in the Centerville Public Schools in Dayton, Ohio."
1147,"Her pupils get involved in the troubles caused by ghosts and yokai demons summoned by Juri. In a history class, Juri summons the spirit of Nobunaga into a calm girl called Nitta Eri which makes her a spunky girl.",Teacher,5,26,0,Female,5,5 8 9 ,5 ,5 ,5 ,The best answer is 5. Teacher.,5. Teacher  8. Painter  9. Model,5. Teacher,5. Teacher,5. Teacher,"Her pupils get involved in the troubles caused by ghosts and yokai demons summoned by Juri. In a history class, Juri summons the spirit of Nobunaga into a calm girl called Nitta Eri which makes her a spunky girl."
1148,"His work has been featured in Abbott Miller's ""Dimensional Typography and in a special technology issue of the ""New York Times Magazine. He has worked as an art director for Saatchi & Saatchi, New York, for the past four years. This is his first book. See less",Teacher,5,26,1,Male,2,2 5 8 ,2 8 ,2 8 ,2 8 ,The best answer is 5. Teacher.,2. Photographer  5. Teacher  8. Painter,2. Photographer  8. Painter,2. Photographer  8. Painter,2. Photographer  8. Painter,"His work has been featured in Abbott Miller's ""Dimensional Typography and in a special technology issue of the ""New York Times Magazine. He has worked as an art director for Saatchi & Saatchi, New York, for the past four years. This is his first book. See less"
1149,"He knows his subject, he has creative ideas, but he is suffering because he lacks strong classroom management skills.Jon's principal thought the rookie teacher would figure out some things over the summer but, so far this year, little improvement has been observed.",Teacher,5,26,1,Male,5,4 5 9 ,5 ,5 ,5 9 ,The best answer is 5. Teacher.,4. Psychologist  5. Teacher  9. Model,5. Teacher,5. Teacher,5. Teacher  9. Model,"He knows his subject, he has creative ideas, but he is suffering because he lacks strong classroom management skills. Jon's principal thought the rookie teacher would figure out some things over the summer but, so far this year, little improvement has been observed. Jon seems frustrated, and the principal is worried that he'll become another statistic - another bright young teacher who ends up leaving a profession that ca n't afford to lose somebody with his kind of potential. Luckily, the principal recognizes that potential and is ready to step in with some support.(Education World, 2008)"
1150,"She discovered the Dharma over 30 years ago and has studied and practiced in Asia and the United States. She was trained as a Retreat Teacher under the mentorship of Jack Kornfield. She teaches at Retreat Centers and meditation communities around the United States, including at a maximum security prison for women. She holds two meditation classes in Westchester County, New York.",Teacher,5,26,0,Female,5,4 5 0 ,5 ,5 ,5 ,The best answer is 5. Teacher.,4. Psychologist  5. Teacher  0. Professor,5. Teacher,5. Teacher,5. Teacher,"She discovered the Dharma over 30 years ago and has studied and practiced in Asia and the United States. She was trained as a Retreat Teacher under the mentorship of Jack Kornfield. She teaches at Retreat Centers and meditation communities around the United States, including at a maximum security prison for women. She holds two meditation classes in Westchester County, New York."
1151,"She graduated from Hawaii Pacific University with a degree in Human Resource Development.While obtaining her degree she worked at(TIFFE), The Institute for Family Enrichment out in Hawaii where she gained valuable experience working with kiddos with special needs.After obtaining her degree she returned home to Washington where she worked at A.P.P.L.E Consulting.",Teacher,5,26,0,Female,5,1 4 5 ,4 5 ,1 4 5 ,4 5 ,The best answer is 5. Teacher.,1. Physician  4. Psychologist  5. Teacher,4. Psychologist  5. Teacher,1. Physician  4. Psychologist  5. Teacher,4. Psychologist  5. Teacher,"She graduated from Hawaii Pacific University with a degree in Human Resource Development. While obtaining her degree she worked at(TIFFE), The Institute for Family Enrichment out in Hawaii where she gained valuable experience working with kiddos with special needs. After obtaining her degree she returned home to Washington where she worked at A.P.P.L.E Consulting. Julia has been working with children in the field of education since 2001 and plans on returning to school to get her Masters in Special Education. She is very excited to be a part of APL and looks forward to its bright future."
1072,"She has three children : a daughter at Rhode Island College, a son at the University of Maine, and a daughter in high school. She would love to hear from old friends like Pam Roseelma.",Teacher,5,26,0,Female,5,3 5 6 ,3 5 6 ,3 5 ,3 5 ,The best answer is 5. Teacher.,3. Journalist  5. Teacher  6. Dentist,3. Journalist  5. Teacher  6. Dentist,3. Journalist  5. Teacher,3. Journalist  5. Teacher,"She has three children : a daughter at Rhode Island College, a son at the University of Maine, and a daughter in high school. She would love to hear from old friends like Pam Roseelma."
1073,"He has been teaching fourth grade since 2013, and earned a Master of Science in Curriculum and Instruction from Western Governors University.Justin is a Google for Education Certified Innovator, a Google for Education Certified Trainer, and a Google Certified Educator : Level 1 and 2.He has presented at numerous events, including GAFE Summits and VSTE15 and a recent keynote at Googlepalooza 16.",Teacher,5,26,1,Male,5,4 5 0 ,5 ,5 ,4 5 ,The best answer is 5. Teacher.,4. Psychologist  5. Teacher  0. Professor,5. Teacher,5. Teacher,4. Psychologist  5. Teacher,"He has been teaching fourth grade since 2013, and earned a Master of Science in Curriculum and Instruction from Western Governors University. Justin is a Google for Education Certified Innovator, a Google for Education Certified Trainer, and a Google Certified Educator : Level 1 and 2. He has presented at numerous events, including GAFE Summits and VSTE15 and a recent keynote at Googlepalooza 16. He is a very connected educator, blogging at blog.justinbirckbichler.com, tweeting at @Mr_B_Teacher, co-founded the # FlyHighFri postivity movement, and co-hosting the Eduroadtrip podcast. He is the co-creator and designer of breakoutedu.com/digital. He enjoys a student-led classroom with a high degree of purposeful technology integration, in addition to collaborating with parents to best meet all learning needs."
