idx,prompt,label_text,label,original_label,group,group_text,top1,topk_set,avgk_set,conformal_marginal_set,conformal_conditional_set,corr_ans_text,topk_text,avgk_text,conformal_marginal_text,conformal_conditional_text
1024,data/facet/images/imgs_3/sa_1420469.jpg,Horse Rider,10,9,0,Younger,10,8 10 12,10,8 10 12,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider
1030,data/facet/images/imgs_2/sa_8818237.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,8 10,8 10 12,8 10 12 20,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  12. Officer,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player
1080,data/facet/images/imgs_2/sa_8616963.jpg,Horse Rider,10,9,1,Middle,10,5 10 11,5 10 11,5 10 11,5 10 11 16,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  11. Laborer,5. Farmer  10. Horse Rider  11. Laborer,5. Farmer  10. Horse Rider  11. Laborer,5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson
1093,data/facet/images/imgs_3/sa_2246636.jpg,Horse Rider,10,9,2,Older,5,5 11 16,1 5 10 11 16,1 5 11 16,1 5 10 11 16,The best answer is 10. Horse Rider.,5. Farmer  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  11. Laborer  16. Salesperson,1. Backpacker  5. Farmer  10. Horse Rider  11. Laborer  16. Salesperson
643,data/facet/images/imgs_3/sa_245588.jpg,Horse Rider,10,9,1,Middle,10,5 8 10,10,8 10,5 8 10 20,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,10. Horse Rider,8. Gymnast  10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider  20. Tennis Player
1071,data/facet/images/imgs_3/sa_10101248.jpg,Horse Rider,10,9,1,Middle,10,5 10 12,10 12,10 12,10 12,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer
609,data/facet/images/imgs_2/sa_9098907.jpg,Horse Rider,10,9,1,Middle,10,5 8 10,8 10,5 8 10 20,5 8 10 20,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider  20. Tennis Player,5. Farmer  8. Gymnast  10. Horse Rider  20. Tennis Player
108,data/facet/images/imgs_3/sa_2909458.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,10,8 10,8 10 12,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  12. Officer
109,data/facet/images/imgs_2/sa_8900331.jpg,Horse Rider,10,9,0,Younger,12,6 10 12,10 12,10 12,12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,12. Officer
120,data/facet/images/imgs_2/sa_9633190.jpg,Horse Rider,10,9,0,Younger,10,5 10 12,10,5 10 12 16,10,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider,5. Farmer  10. Horse Rider  12. Officer  16. Salesperson,10. Horse Rider
658,data/facet/images/imgs_3/sa_2475279.jpg,Horse Rider,10,9,1,Middle,10,5 10 12,10,10,3 5 10 12,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,3. Computer User  5. Farmer  10. Horse Rider  12. Officer
277,data/facet/images/imgs_2/sa_8873296.jpg,Horse Rider,10,9,1,Middle,10,6 10 11,10,6 10,6 10 11,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  11. Laborer,10. Horse Rider,6. Guard  10. Horse Rider,6. Guard  10. Horse Rider  11. Laborer
631,data/facet/images/imgs_2/sa_9902594.jpg,Horse Rider,10,9,3,Unknown,10,1 5 10,1 5 10 11 12,1 5 10 12,1 5 10 12,The best answer is 10. Horse Rider.,1. Backpacker  5. Farmer  10. Horse Rider,1. Backpacker  5. Farmer  10. Horse Rider  11. Laborer  12. Officer,1. Backpacker  5. Farmer  10. Horse Rider  12. Officer,1. Backpacker  5. Farmer  10. Horse Rider  12. Officer
623,data/facet/images/imgs_3/sa_1847269.jpg,Horse Rider,10,9,3,Unknown,10,10 16 20,10 11 12 16 20,10 12 16 20,10 12 16 20,The best answer is 10. Horse Rider.,10. Horse Rider  16. Salesperson  20. Tennis Player,10. Horse Rider  11. Laborer  12. Officer  16. Salesperson  20. Tennis Player,10. Horse Rider  12. Officer  16. Salesperson  20. Tennis Player,10. Horse Rider  12. Officer  16. Salesperson  20. Tennis Player
223,data/facet/images/imgs_3/sa_2221677.jpg,Horse Rider,10,9,1,Middle,10,2 10 16,2 10 16,2 10 12 16,2 10 12 16,The best answer is 10. Horse Rider.,2. Boatman  10. Horse Rider  16. Salesperson,2. Boatman  10. Horse Rider  16. Salesperson,2. Boatman  10. Horse Rider  12. Officer  16. Salesperson,2. Boatman  10. Horse Rider  12. Officer  16. Salesperson
225,data/facet/images/imgs_2/sa_8683371.jpg,Horse Rider,10,9,0,Younger,6,6 10 13,6,6 10,6,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  13. Motorcyclist,6. Guard,6. Guard  10. Horse Rider,6. Guard
213,data/facet/images/imgs_3/sa_11080933.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,10,10,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,10. Horse Rider
1214,data/facet/images/imgs_3/sa_10943334.jpg,Horse Rider,10,9,1,Middle,6,6 12 13,6 10 12 13,6 10 12 13,6 10 12 13,The best answer is 10. Horse Rider.,6. Guard  12. Officer  13. Motorcyclist,6. Guard  10. Horse Rider  12. Officer  13. Motorcyclist,6. Guard  10. Horse Rider  12. Officer  13. Motorcyclist,6. Guard  10. Horse Rider  12. Officer  13. Motorcyclist
564,data/facet/images/imgs_3/sa_10253956.jpg,Horse Rider,10,9,3,Unknown,10,5 10 12,10 12,5 10 12,5 10 12,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider  12. Officer,5. Farmer  10. Horse Rider  12. Officer,5. Farmer  10. Horse Rider  12. Officer
916,data/facet/images/imgs_3/sa_1021959.jpg,Horse Rider,10,9,3,Unknown,6,6 10 12,6,6,6,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,6. Guard,6. Guard,6. Guard
927,data/facet/images/imgs_3/sa_2738362.jpg,Horse Rider,10,9,3,Unknown,10,8 10 12,8 10 12 20,8 10 12 20,8 10 12 20,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player,8. Gymnast  10. Horse Rider  12. Officer  20. Tennis Player
406,data/facet/images/imgs_3/sa_1550111.jpg,Horse Rider,10,9,0,Younger,10,3 8 10,8 10,3 8 10,8 10,The best answer is 10. Horse Rider.,3. Computer User  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider,3. Computer User  8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider
943,data/facet/images/imgs_3/sa_105696.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,10,10,8 10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,8. Gymnast  10. Horse Rider
979,data/facet/images/imgs_3/sa_2147738.jpg,Horse Rider,10,9,3,Unknown,10,8 10 20,8 10,8 10 20,8 10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  20. Tennis Player,8. Gymnast  10. Horse Rider
539,data/facet/images/imgs_3/sa_1095272.jpg,Horse Rider,10,9,1,Middle,10,5 10 12,10,5 10 12,5 8 10 12,The best answer is 10. Horse Rider.,5. Farmer  10. Horse Rider  12. Officer,10. Horse Rider,5. Farmer  10. Horse Rider  12. Officer,5. Farmer  8. Gymnast  10. Horse Rider  12. Officer
1187,data/facet/images/imgs_3/sa_11083403.jpg,Horse Rider,10,9,1,Middle,10,6 10 12,10,10,6 10 12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,6. Guard  10. Horse Rider  12. Officer
1191,data/facet/images/imgs_3/sa_10714222.jpg,Horse Rider,10,9,1,Middle,6,6 10 12,6 10,6 10,6 10 12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,6. Guard  10. Horse Rider,6. Guard  10. Horse Rider,6. Guard  10. Horse Rider  12. Officer
1324,data/facet/images/imgs_3/sa_10412331.jpg,Horse Rider,10,9,3,Unknown,10,4 8 10,10,10,10,The best answer is 10. Horse Rider.,4. Craftsman  8. Gymnast  10. Horse Rider,10. Horse Rider,10. Horse Rider,10. Horse Rider
1366,data/facet/images/imgs_3/sa_10958651.jpg,Horse Rider,10,9,1,Middle,10,8 10 20,8 10,8 10,8 10 20,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  20. Tennis Player,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  20. Tennis Player
1368,data/facet/images/imgs_3/sa_115869.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,10,8 10,8 10 12,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  12. Officer
362,data/facet/images/imgs_3/sa_10421235.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,10,10,10,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider,10. Horse Rider
1126,data/facet/images/imgs_3/sa_2587557.jpg,Horse Rider,10,9,1,Middle,6,6 10 12,6,6,6 10,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,6. Guard,6. Guard,6. Guard  10. Horse Rider
1128,data/facet/images/imgs_3/sa_2340054.jpg,Horse Rider,10,9,1,Middle,10,6 10 12,10,10 12,10 12,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  12. Officer,10. Horse Rider,10. Horse Rider  12. Officer,10. Horse Rider  12. Officer
1129,data/facet/images/imgs_3/sa_1149979.jpg,Horse Rider,10,9,1,Middle,10,8 10 12,8 10,8 10 12,5 8 10 12,The best answer is 10. Horse Rider.,8. Gymnast  10. Horse Rider  12. Officer,8. Gymnast  10. Horse Rider,8. Gymnast  10. Horse Rider  12. Officer,5. Farmer  8. Gymnast  10. Horse Rider  12. Officer
729,data/facet/images/imgs_2/sa_8841565.jpg,Horse Rider,10,9,1,Middle,10,6 10 16,6 10,6 10 14 16,6 10 14 16,The best answer is 10. Horse Rider.,6. Guard  10. Horse Rider  16. Salesperson,6. Guard  10. Horse Rider,6. Guard  10. Horse Rider  14. Painter  16. Salesperson,6. Guard  10. Horse Rider  14. Painter  16. Salesperson
95,data/facet/images/imgs_3/sa_2334483.jpg,Horse Rider,10,9,0,Younger,10,5 8 10,10,5 8 10,10,The best answer is 10. Horse Rider.,5. Farmer  8. Gymnast  10. Horse Rider,10. Horse Rider,5. Farmer  8. Gymnast  10. Horse Rider,10. Horse Rider
1356,data/facet/images/imgs_2/sa_2382348.jpg,Laborer,11,10,3,Unknown,11,5 11 16,5 11,5 11 16,5 11 16,The best answer is 11. Laborer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson
759,data/facet/images/imgs_2/sa_2026108.jpg,Laborer,11,10,1,Middle,15,6 11 15,11 15,11 15,6 11 15,The best answer is 11. Laborer.,6. Guard  11. Laborer  15. Repairman,11. Laborer  15. Repairman,11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman
1399,data/facet/images/imgs_2/sa_353187.jpg,Laborer,11,10,1,Middle,16,11 15 16,11 16,11 16,3 11 15 16,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,11. Laborer  16. Salesperson,11. Laborer  16. Salesperson,3. Computer User  11. Laborer  15. Repairman  16. Salesperson
1392,data/facet/images/imgs_2/sa_394808.jpg,Laborer,11,10,1,Middle,11,11 15 16,11 15 16,11 15 16,1 11 15 16,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,11. Laborer  15. Repairman  16. Salesperson,11. Laborer  15. Repairman  16. Salesperson,1. Backpacker  11. Laborer  15. Repairman  16. Salesperson
1107,data/facet/images/imgs_2/sa_1574246.jpg,Laborer,11,10,1,Middle,11,6 11 15,11 15,6 11 15,6 11 15,The best answer is 11. Laborer.,6. Guard  11. Laborer  15. Repairman,11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman,6. Guard  11. Laborer  15. Repairman
796,data/facet/images/imgs_2/sa_1945061.jpg,Laborer,11,10,0,Younger,11,11 14 16,4 5 6 11 14 15 16,4 11 14 16,4 11 14 16,The best answer is 11. Laborer.,11. Laborer  14. Painter  16. Salesperson,4. Craftsman  5. Farmer  6. Guard  11. Laborer  14. Painter  15. Repairman  16. Salesperson,4. Craftsman  11. Laborer  14. Painter  16. Salesperson,4. Craftsman  11. Laborer  14. Painter  16. Salesperson
1265,data/facet/images/imgs_2/sa_1527823.jpg,Laborer,11,10,1,Middle,15,11 14 15,11 15,11 15,11 14 15,The best answer is 11. Laborer.,11. Laborer  14. Painter  15. Repairman,11. Laborer  15. Repairman,11. Laborer  15. Repairman,11. Laborer  14. Painter  15. Repairman
1041,data/facet/images/imgs_2/sa_2238008.jpg,Laborer,11,10,1,Middle,11,5 11 15,5 11 15,5 11 15 16,5 11 15 16,The best answer is 11. Laborer.,5. Farmer  11. Laborer  15. Repairman,5. Farmer  11. Laborer  15. Repairman,5. Farmer  11. Laborer  15. Repairman  16. Salesperson,5. Farmer  11. Laborer  15. Repairman  16. Salesperson
519,data/facet/images/imgs_2/sa_3812683.jpg,Laborer,11,10,1,Middle,11,5 11 16,5 11,5 11 16,5 11 15 16,The best answer is 11. Laborer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  15. Repairman  16. Salesperson
1135,data/facet/images/imgs_2/sa_2400450.jpg,Laborer,11,10,1,Middle,11,5 11 15,5 11 15 16,5 11 15 16,5 11 15 16,The best answer is 11. Laborer.,5. Farmer  11. Laborer  15. Repairman,5. Farmer  11. Laborer  15. Repairman  16. Salesperson,5. Farmer  11. Laborer  15. Repairman  16. Salesperson,5. Farmer  11. Laborer  15. Repairman  16. Salesperson
565,data/facet/images/imgs_2/sa_3868349.jpg,Laborer,11,10,2,Older,14,2 11 14,1 2 11 14 15,1 2 11 14,1 2 11 14 15,The best answer is 11. Laborer.,2. Boatman  11. Laborer  14. Painter,1. Backpacker  2. Boatman  11. Laborer  14. Painter  15. Repairman,1. Backpacker  2. Boatman  11. Laborer  14. Painter,1. Backpacker  2. Boatman  11. Laborer  14. Painter  15. Repairman
176,data/facet/images/imgs_2/sa_39843.jpg,Laborer,11,10,3,Unknown,11,2 5 11,2 5 11,2 5 11,2 5 11,The best answer is 11. Laborer.,2. Boatman  5. Farmer  11. Laborer,2. Boatman  5. Farmer  11. Laborer,2. Boatman  5. Farmer  11. Laborer,2. Boatman  5. Farmer  11. Laborer
918,data/facet/images/imgs_2/sa_2802310.jpg,Laborer,11,10,3,Unknown,11,11 14 15,11 15,4 11 14 15,11 14 15,The best answer is 11. Laborer.,11. Laborer  14. Painter  15. Repairman,11. Laborer  15. Repairman,4. Craftsman  11. Laborer  14. Painter  15. Repairman,11. Laborer  14. Painter  15. Repairman
397,data/facet/images/imgs_2/sa_4455870.jpg,Laborer,11,10,3,Unknown,5,4 5 11,5 11,5 11,5 11,The best answer is 11. Laborer.,4. Craftsman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
221,data/facet/images/imgs_2/sa_3815717.jpg,Laborer,11,10,1,Middle,11,6 11 16,6 11 16,6 11 15 16,6 11 15 16,The best answer is 11. Laborer.,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson,6. Guard  11. Laborer  15. Repairman  16. Salesperson
206,data/facet/images/imgs_2/sa_28852.jpg,Laborer,11,10,1,Middle,5,5 11 16,5 11,5 11 16,5 11 16,The best answer is 11. Laborer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson
207,data/facet/images/imgs_2/sa_235931.jpg,Laborer,11,10,1,Middle,11,4 11 15,11,11,11 15,The best answer is 11. Laborer.,4. Craftsman  11. Laborer  15. Repairman,11. Laborer,11. Laborer,11. Laborer  15. Repairman
264,data/facet/images/imgs_2/sa_2717534.jpg,Laborer,11,10,0,Younger,19,16 17 19,11 16 17 19,11 16 17 19,16 17 19,The best answer is 11. Laborer.,16. Salesperson  17. Singer  19. Speaker,11. Laborer  16. Salesperson  17. Singer  19. Speaker,11. Laborer  16. Salesperson  17. Singer  19. Speaker,16. Salesperson  17. Singer  19. Speaker
635,data/facet/images/imgs_2/sa_3142888.jpg,Laborer,11,10,3,Unknown,11,5 11 16,5 11 16,4 5 11 16,4 5 11 16,The best answer is 11. Laborer.,5. Farmer  11. Laborer  16. Salesperson,5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
641,data/facet/images/imgs_2/sa_4371623.jpg,Laborer,11,10,1,Middle,11,4 5 11,5 11,4 5 11,4 5 11 16,The best answer is 11. Laborer.,4. Craftsman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,4. Craftsman  5. Farmer  11. Laborer,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
164,data/facet/images/imgs_2/sa_2994984.jpg,Laborer,11,10,1,Middle,16,1 11 16,11 16,1 4 11 16,1 4 11 16,The best answer is 11. Laborer.,1. Backpacker  11. Laborer  16. Salesperson,11. Laborer  16. Salesperson,1. Backpacker  4. Craftsman  11. Laborer  16. Salesperson,1. Backpacker  4. Craftsman  11. Laborer  16. Salesperson
657,data/facet/images/imgs_2/sa_1541033.jpg,Laborer,11,10,0,Younger,11,11 15 16,11 15 16,5 11 15 16,11 16,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,11. Laborer  15. Repairman  16. Salesperson,5. Farmer  11. Laborer  15. Repairman  16. Salesperson,11. Laborer  16. Salesperson
694,data/facet/images/imgs_2/sa_162887.jpg,Laborer,11,10,3,Unknown,15,11 14 15,11 15,11 15,11 15,The best answer is 11. Laborer.,11. Laborer  14. Painter  15. Repairman,11. Laborer  15. Repairman,11. Laborer  15. Repairman,11. Laborer  15. Repairman
844,data/facet/images/imgs_2/sa_3448816.jpg,Laborer,11,10,1,Middle,5,2 5 11,5 11,5 11,5 11,The best answer is 11. Laborer.,2. Boatman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
644,data/facet/images/imgs_2/sa_1908321.jpg,Laborer,11,10,1,Middle,11,4 11 15,4 11 15,4 11 15,4 11 15,The best answer is 11. Laborer.,4. Craftsman  11. Laborer  15. Repairman,4. Craftsman  11. Laborer  15. Repairman,4. Craftsman  11. Laborer  15. Repairman,4. Craftsman  11. Laborer  15. Repairman
1076,data/facet/images/imgs_2/sa_4209630.jpg,Laborer,11,10,1,Middle,6,6 11 16,6 11 13 16,6 11 13 16,6 11 13 16,The best answer is 11. Laborer.,6. Guard  11. Laborer  16. Salesperson,6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson,6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson,6. Guard  11. Laborer  13. Motorcyclist  16. Salesperson
615,data/facet/images/imgs_2/sa_3070939.jpg,Laborer,11,10,1,Middle,5,1 5 11,5 11,5 11,1 5 11,The best answer is 11. Laborer.,1. Backpacker  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,1. Backpacker  5. Farmer  11. Laborer
845,data/facet/images/imgs_2/sa_2790434.jpg,Laborer,11,10,1,Middle,15,11 15 16,11 15,11 15,4 11 15 16,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,11. Laborer  15. Repairman,11. Laborer  15. Repairman,4. Craftsman  11. Laborer  15. Repairman  16. Salesperson
385,data/facet/images/imgs_2/sa_3766300.jpg,Laborer,11,10,3,Unknown,11,6 11 15,2 6 11 14 15,2 6 11 15,2 6 11 15,The best answer is 11. Laborer.,6. Guard  11. Laborer  15. Repairman,2. Boatman  6. Guard  11. Laborer  14. Painter  15. Repairman,2. Boatman  6. Guard  11. Laborer  15. Repairman,2. Boatman  6. Guard  11. Laborer  15. Repairman
295,data/facet/images/imgs_2/sa_4656869.jpg,Laborer,11,10,3,Unknown,11,11 15 16,11,11,11,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,11. Laborer,11. Laborer,11. Laborer
591,data/facet/images/imgs_2/sa_222999.jpg,Laborer,11,10,1,Middle,16,6 13 16,6 11 13 15 16 17,6 13 15 16,6 13 15 16,The best answer is 11. Laborer.,6. Guard  13. Motorcyclist  16. Salesperson,6. Guard  11. Laborer  13. Motorcyclist  15. Repairman  16. Salesperson  17. Singer,6. Guard  13. Motorcyclist  15. Repairman  16. Salesperson,6. Guard  13. Motorcyclist  15. Repairman  16. Salesperson
592,data/facet/images/imgs_2/sa_3444655.jpg,Laborer,11,10,1,Middle,5,2 5 11,5 11,5 11,5 11,The best answer is 11. Laborer.,2. Boatman  5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer,5. Farmer  11. Laborer
1258,data/facet/images/imgs_2/sa_3598168.jpg,Laborer,11,10,2,Older,11,11 15 16,11,11,2 4 11 15 16,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,11. Laborer,11. Laborer,2. Boatman  4. Craftsman  11. Laborer  15. Repairman  16. Salesperson
410,data/facet/images/imgs_2/sa_44489.jpg,Laborer,11,10,1,Middle,11,6 11 16,2 6 11 16,2 6 11 16,2 6 11 16,The best answer is 11. Laborer.,6. Guard  11. Laborer  16. Salesperson,2. Boatman  6. Guard  11. Laborer  16. Salesperson,2. Boatman  6. Guard  11. Laborer  16. Salesperson,2. Boatman  6. Guard  11. Laborer  16. Salesperson
58,data/facet/images/imgs_2/sa_1882855.jpg,Laborer,11,10,3,Unknown,11,6 11 14,6 11 14,6 11 14 18,6 11 14 18,The best answer is 11. Laborer.,6. Guard  11. Laborer  14. Painter,6. Guard  11. Laborer  14. Painter,6. Guard  11. Laborer  14. Painter  18. Skateboarder,6. Guard  11. Laborer  14. Painter  18. Skateboarder
60,data/facet/images/imgs_2/sa_2908641.jpg,Laborer,11,10,3,Unknown,11,11 15 16,1 11 15 16,1 11 15 16,1 11 15 16,The best answer is 11. Laborer.,11. Laborer  15. Repairman  16. Salesperson,1. Backpacker  11. Laborer  15. Repairman  16. Salesperson,1. Backpacker  11. Laborer  15. Repairman  16. Salesperson,1. Backpacker  11. Laborer  15. Repairman  16. Salesperson
762,data/facet/images/imgs_2/sa_3494793.jpg,Laborer,11,10,1,Middle,11,4 11 16,4 5 11 16,4 5 11 16,4 5 11 16,The best answer is 11. Laborer.,4. Craftsman  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson,4. Craftsman  5. Farmer  11. Laborer  16. Salesperson
63,data/facet/images/imgs_2/sa_1548143.jpg,Laborer,11,10,1,Middle,6,6 13 16,6 13,6 12 13 16,6 12 13 16,The best answer is 11. Laborer.,6. Guard  13. Motorcyclist  16. Salesperson,6. Guard  13. Motorcyclist,6. Guard  12. Officer  13. Motorcyclist  16. Salesperson,6. Guard  12. Officer  13. Motorcyclist  16. Salesperson
